tipo_de_procedimiento,estado,codigo_sigaf,publicacion,cierre,ultima_actualizacion,alcaldia,detalles_procedimiento
COMPRA POR COTIZACION MENOR,Adjudicado,,13/04/2021,17/04/2021 10:00:00 AM,26/04/2021 05:54:02 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Instrumentos de medida, observación y ensayo (41110000)
compra de nivel topografico con su estuche para la dirección de proyectos"
CONTRATACION SIMPLIFICADA,Adjudicado,,25/03/2021,29/03/2021 10:00:00 AM,02/12/2021 03:43:07 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO OBRAS COMPLEMENTARIAS AL ESTADIO DE FUTBOL CARLOS FONSECA AMADOR COMPONENTE POSTERIA, TRANSFORMADOR, LINEAS DE ALIMENTACIÓN E ILUMINACION"
CONTRATACION SIMPLIFICADA,Adjudicado,,22/03/2021,26/03/2021 10:00:00 AM,25/08/2021 03:57:11 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO CONSTRUCCION DE MURO REFORZADO EN EL BO. 28 DE AGOSTO"
COMPRA POR COTIZACION MENOR,Adjudicado,,15/03/2021,19/03/2021 10:00:00 AM,11/11/2021 05:22:33 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO CONSTRUCCION DE GRADAS Y ANDENES SECTOR LA HIELERA BO GUANUCA"
COMPRA POR COTIZACION MAYOR,Adjudicado,,08/03/2021,15/03/2021 10:00:00 AM,03/08/2021 10:28:45 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO CONTINUACION DE ADOQUINADO DE CALLE EN LOTIFICACION MOLINO NORTE"
COMPRA POR COTIZACION MAYOR,Adjudicado,,08/03/2021,15/03/2021 10:00:00 AM,03/08/2021 11:07:09 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE CALLE CUESTA BARRIO LAS PIEDRECITAS HACIA EL OCOTE #2 (2 CUADRAS)"
COMPRA POR COTIZACION MAYOR,Adjudicado,,08/03/2021,15/03/2021 10:00:00 AM,20/07/2021 02:43:35 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE CUESTA DE LA CRUZ ROJA 200 METROS HACIA EL TEPEYAC COMUNIDAD GUADALUPE ARRIBA"
COMPRA POR COTIZACION MAYOR,Adjudicado,,08/03/2021,15/03/2021 10:00:00 AM,20/07/2021 10:43:30 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO CONTINUACION DE ADOQUINADO EN EL BOULEVAR ASENTAMIENTO 19 DE JULIO (1.5 CUADRAS)"
COMPRA POR COTIZACION MAYOR,Adjudicado,,08/03/2021,15/03/2021 10:00:00 AM,11/08/2021 04:44:58 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO CONTINUACION DE ADOQUINADO DE CALLE SECTOR LA BOLSA BO FRANCISCO MORENO #3 (1.5 CUADRAS)"
CONTRATACION SIMPLIFICADA,Adjudicado,,08/03/2021,12/03/2021 10:00:00 AM,03/08/2021 05:14:21 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE CALLE SECTOR LA ESCUELA COM. LA TEJERINA (2 CUADRAS)"
CONTRATACION SIMPLIFICADA,Adjudicado,,08/03/2021,12/03/2021 10:00:00 AM,05/08/2021 02:59:18 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE CUESTA COMUNIDAD OCOTE SUR (4 CUADRAS)"
CONTRATACION SIMPLIFICADA,Adjudicado,,08/03/2021,12/03/2021 10:00:00 AM,05/08/2021 03:40:11 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO CONTINUACION DE ADOQUINADO DE CALLE DEL BO SADRACH ZELEDON HACIA EL CEMENTERIO COLINA DE PAZ (2 CUADRAS)"
CONTRATACION SIMPLIFICADA,Adjudicado,,08/03/2021,12/03/2021 10:00:00 AM,05/08/2021 11:10:56 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE CALLE SECTOR SUR DEL BARRIO SANDINO SUR (3 CUADRAS)"
CONTRATACION SIMPLIFICADA,Adjudicado,,08/03/2021,12/03/2021 10:00:00 AM,24/08/2021 03:10:17 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE 1 CUADRA DEL PUENTE APOYO AL COMBATIENTE 1 C. AL NORESTE, Y 1/2 CUADRA DEL PUENTE AL SUR."
CONTRATACION SIMPLIFICADA,Adjudicado,,08/03/2021,12/03/2021 10:00:00 AM,04/08/2021 04:12:29 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO CONTINUACION DE ADOQUINADO DE CALLE DEL PUENTE VADO DE JUCUAPA ABAJO HACIA LA COMUNIDAD EL CACAO (4 CUADRAS)"
CONTRATACION SIMPLIFICADA,Adjudicado,,08/03/2021,12/03/2021 10:00:00 AM,05/08/2021 03:21:07 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE CALLE ACCESO AL BARRIO SOL DE LIBERTAD (2 CUADRAS)"
COMPRA POR COTIZACION MENOR,Adjudicado,,26/02/2021,02/03/2021 10:00:00 AM,15/03/2021 09:32:59 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Instrumentos de medida, observación y ensayo (41110000)
servicio de mantenimiento a todo costo a estación total de la dirección de proyectos"
COMPRA POR COTIZACION MENOR,Adjudicado,,25/02/2021,01/03/2021 10:00:00 AM,04/03/2021 03:52:14 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de apoyo a la fabricación (73150000)
SERVICIO DE MANTENIMIENTO GENERAL Y CAMBIO DE CILINDRO Y CUCHILLA A FOTOCOPIADORA KONICA MINOLTA BIZHUB-501 ASIGNADA AL DEPARTAMENTO DE CONTROL FINANCIERO DE PROYECTOS"
COMPRA POR COTIZACION MENOR,Adjudicado,,18/02/2021,22/02/2021 10:00:00 AM,09/03/2021 04:55:22 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Componentes y sistemas de transporte (25170000)
Compra de Baterias para camión marca Isuzu, asignado a la Dirección de Proyectos."
COMPRA POR COTIZACION MENOR,Adjudicado,,18/02/2021,22/02/2021 10:00:00 AM,22/03/2021 11:05:01 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Componentes estructurales y formas básicas (30100000)
compra de hierro para ser utilizado en el proyecto REPARACION DE TRAGANTES DE DRENAJE PLUVIAL"
COMPRA POR COTIZACION MAYOR,Ejecución,,16/02/2021,22/02/2021 10:00:00 AM,09/03/2021 06:06:44 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Vehículos de motor (25100000)
PROYECTO COMPRA DE MINI COMPACTADORA"
COMPRA POR COTIZACION MENOR,Adjudicado,,09/02/2021,13/02/2021 10:00:00 AM,17/02/2021 11:55:45 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Equipos de audio y video para presentación y composición (45110000)
compra de proyector para ser utilizado en diferentes actividades de la municipalidad"
COMPRA POR COTIZACION MENOR,Adjudicado,,08/02/2021,12/02/2021 10:00:00 AM,05/07/2021 09:59:57 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO CONSTRUCCION DE GRADAS Y ANDENES EN BO. LINDA VISTA"
COMPRA POR COTIZACION MENOR,Adjudicado,,08/02/2021,12/02/2021 10:00:00 AM,23/06/2021 09:07:17 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO GRADAS Y ANDENES COM. LOS VASQUEZ"
COMPRA POR COTIZACION MENOR,Adjudicado,,04/02/2021,08/02/2021 10:00:00 AM,22/02/2021 08:38:50 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Ferretería (31160000), Pinturas y bases y acabados (31210000), Minerales, minerales metálicos y metales (11100000), Materia prima en placas o barras labradas (31230000), Componentes estructurales y formas básicas (30100000), Maquinaria, equipo y suministros para talleres (23170000)
compra de material de ferretero para ser utilizados en el proyecto GIMNASIO MULTIUSO ERNESTO CABRERA"
CONTRATACION SIMPLIFICADA,Adjudicado,,01/02/2021,05/02/2021 10:00:00 AM,04/08/2021 04:45:35 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO CONSTRUCCION DE ESTADIO MUNICIPAL DE FUTBOLL CARLOS FONSECA AMADOR/ COMPONENTE VESTIDOR DE ARBITRO, ENMALLADO, ADOQUINADO"
CONTRATACION SIMPLIFICADA,Adjudicado,,18/01/2021,21/01/2021 10:00:00 AM,09/02/2021 09:39:33 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Juguetes y juegos (60140000)
COMPRA DE JUEGOS INFANTILES PARA EL PROY. PROYECTO CONSTRUCCION DE ESTADIO MUNICIPAL DE FUTBOLL CARLOS FONSECA AMADOR"
CONTRATACION SIMPLIFICADA,Adjudicado,,09/11/2021,12/11/2021 10:00:00 AM,20/04/2022 05:06:55 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
CONTRATACION A TODO COSTO DE CONSTRUCCION DE 20 VIVIENDAS PARA EL PROYECTO CONTRAPARTIDA CONSTRUCCION DE VIVIENDAS PROGRAMA INVUR"
COMPRA POR COTIZACION MENOR,Adjudicado,,11/10/2021,15/10/2021 10:00:00 AM,03/12/2021 01:01:08 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de pedología (81150000)
levantamiento y replanteo topográfico de la lotificación wilder reyes del programa bismark martinez"
COMPRA POR COTIZACION MENOR,Adjudicado,,05/07/2021,09/07/2021 10:00:00 AM,27/09/2021 04:23:04 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO LIMPIEZA DE POZO Y PRUEBA DE BOMBEO LOTIFICACION HEROES DE LA PAZ - PROGRAMA BISMARCK MARTINEZ"
COMPRA POR COTIZACION MENOR,Adjudicado,,15/04/2021,19/04/2021 10:00:00 AM,25/08/2021 05:05:04 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de pedología (81150000)
REPLANTEO TOPOGRAFICO DE DISEÑO DE LOTIFICACION HEROES DE LA PAZ PROGRAMA BISMARK MARTINEZ"
CONTRATACION SIMPLIFICADA,Ejecución,,05/10/2021,19/10/2021 10:00:00 AM,11/11/2021 10:01:41 AM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"CONSTRUCCIONES EN PROCESO (95900000), Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000), Servicios de construcción general (72130000), Servicios de construcción de edificaciones residenciales (72110000), Estructuras y edificios permanentes (95120000)
“Construcción De 50 Viviendas sociales en el Municipios modelo 1-A se construirá con inodoro y el Modelo 2-B se construirá con letrina. Para la Ejecución Proyecto: “Construcción De Viviendas sociales en el Municipios”"
COMPRA POR COTIZACION MENOR,Ejecución,,22/10/2021,25/10/2021 05:00:00 PM,11/01/2022 02:38:45 PM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Hormigón, cemento y yeso (30110000), Tierra y piedra (11110000)
COMPRA DE MATERIALES DE CONSTRUCCIÓN PARA LA EJECUCIÓN DEL PROYECTO CONSTRUCCION DE CENTRO ESCOLAR BARRIO HOLMAN ZELEDON"
CONTRATACION SIMPLIFICADA,Ejecución,,05/10/2021,19/10/2021 10:00:00 AM,11/11/2021 10:01:41 AM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Servicios de construcción general (72130000), Servicios de construcción de edificaciones residenciales (72110000), Estructuras y edificios permanentes (95120000), Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000), CONSTRUCCIONES EN PROCESO (95900000)
“Construcción De 50 Viviendas sociales en el Municipios modelo 1-A se construirá con inodoro y el Modelo 2-B se construirá con letrina. Para la Ejecución Proyecto: “Construcción De Viviendas sociales en el Municipios”"
COMPRA POR COTIZACION MENOR,Ejecución,,02/12/2021,06/12/2021 05:00:00 PM,11/01/2022 12:04:08 PM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Materia prima en placas o barras labradas (31230000), Puertas y ventanas y vidrio (30170000), Hormigón, cemento y yeso (30110000), Tierra y piedra (11110000), Productos no comestibles de planta y silvicultura (11120000), Ferretería (31160000), Distribución de fluidos y gas (40140000)
COMPRA DE TUBERIA PVC PARA LA EJECUCION DEL PROYECTO MEJORAMIENTO DE SISTEMA DE AGUA POTABLE DEL CASCO URBANO LA DALIA"
COMPRA POR COTIZACION MENOR,Ejecución,,18/11/2021,22/11/2021 05:00:00 PM,11/01/2022 09:33:56 AM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Tierra y piedra (11110000)
COMPRA DE MATERIALES DE CONSTRUCCIÓN PARA LA EJECUCIÓN DEL PROYECTO CONSTRUCCIÓN DE CENTRO ESCOLAR B° FRANCISCO ARAUZ"
COMPRA POR COTIZACION MENOR,Ejecución,,22/10/2021,25/10/2021 05:00:00 PM,11/01/2022 02:38:45 PM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Hormigón, cemento y yeso (30110000), Tierra y piedra (11110000)
COMPRA DE MATERIALES DE CONSTRUCCIÓN PARA LA EJECUCIÓN DEL PROYECTO CONSTRUCCION DE CENTRO ESCOLAR BARRIO HOLMAN ZELEDON"
CONTRATACION SIMPLIFICADA,Ejecución,,05/10/2021,19/10/2021 10:00:00 AM,11/11/2021 10:01:41 AM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000), Servicios de construcción general (72130000), Servicios de construcción de edificaciones residenciales (72110000), Estructuras y edificios permanentes (95120000), CONSTRUCCIONES EN PROCESO (95900000)
“Construcción De 50 Viviendas sociales en el Municipios modelo 1-A se construirá con inodoro y el Modelo 2-B se construirá con letrina. Para la Ejecución Proyecto: “Construcción De Viviendas sociales en el Municipios”"
COMPRA POR COTIZACION MENOR,Ejecución,,14/10/2021,18/10/2021 05:00:00 PM,11/01/2022 09:40:45 AM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Herramientas de mano (27110000), Componentes estructurales y formas básicas (30100000), Hormigón, cemento y yeso (30110000), Tierra y piedra (11110000), Productos no comestibles de planta y silvicultura (11120000), Maquinaria y equipo hidráulico (27120000), Ferretería (31160000)
COMPRA DE MATERIALES DE CONSTRUCCION QUE SE UL}TILIZARAN EL PROYECTO: REHABILITACION DEL ANTIGUO MERCADO MUNICIPAL LA DALIA"
COMPRA POR COTIZACION MENOR,Ejecución,,07/10/2021,11/10/2021 05:00:00 PM,11/01/2022 11:45:05 AM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Hormigón, cemento y yeso (30110000)
COMPRA DE MATERIALES DE CONSTRUCCIÓn PARA LA EJECUCION DEL PROYECTO : CONSTRUCCIÓN DE CENTRO ESCOLAR COMUNIDAD TIERRAS BLANCA"
LICITACION POR REGISTRO,Ejecución,,30/09/2021,08/10/2021 10:00:00 AM,15/11/2021 04:32:11 PM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Materia prima en placas o barras labradas (31230000), Pinturas y bases y acabados (31210000), Componentes estructurales y formas básicas (30100000), Hormigón, cemento y yeso (30110000), Materiales de afilado pulido y alisado (31190000), Suministros de embalaje (24140000), Recipientes y almacenamiento (24110000), Ferretería (31160000)
COMPRA DE MATERIALES DE CONSTRUCCIÓN PARA LA EJECUCIÓN DEL PROYECTO :MEJORAMIENTO DE ESTADIO DE BASE BALL"
COMPRA POR COTIZACION MENOR,Ejecución,,23/09/2021,27/09/2021 05:00:00 PM,11/01/2022 11:24:17 AM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Tierra y piedra (11110000)
COMPRA DE MATERIALES DE CONSTRUCCIÓN PARA LA EJECUCIÓN DEL PROYECTO CONSTRUCCIÓN DE CENTRO ESCOLAR COMUNIDAD TIERRAS BLANCA ."
COMPRA POR COTIZACION MENOR,Ejecución,,16/07/2021,20/07/2021 05:00:00 PM,11/01/2022 09:45:03 AM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Hormigón, cemento y yeso (30110000), Materiales de empaque (24120000), Cuerda, cadena, cable, alambre y correa (31150000), Equipos, suministros y componentes eléctricos (39120000)
COMPRA DE MATERIALES PARA LA EJECUCIÓN DEL PROYECTO : REPARACIÓN DE CAMINO EN CASO DE EMERGENCIA"
COMPRA POR COTIZACION MENOR,Ejecución,,01/07/2021,05/07/2021 05:00:00 PM,25/10/2021 11:14:19 AM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Materiales estructurales (30260000), Herramientas de mano (27110000), Equipo, accesorios y suministros de arte y manualidades (60120000), Cuerda, cadena, cable, alambre y correa (31150000), Ferretería (31160000)
COMPRA DE MATERIAL DE CONSTRUCCIÓN PARA LA EJECUCIÓN DEL PROYECTO : CONSTRUCCIÓN DE CENTRO ESCOLAR IRENE MARTINEZ"
COMPRA POR COTIZACION MENOR,Ejecución,,24/06/2021,28/06/2021 05:00:00 PM,22/10/2021 03:09:57 PM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Calzado (53110000)
COMPRA DE BOTAS PARA PERSONAL DE MEDIO AMBIENTE PARA LA EJECUCIÓN DEL PROYECTO: INSTALACIÓN DE VIVEROS EN COMUNIDADES DEL MUNICIPIO"
COMPRA POR COTIZACION MENOR,Ejecución,,24/06/2021,28/06/2021 05:00:00 PM,19/01/2022 01:51:18 PM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Materia prima en placas o barras labradas (31230000), Puertas y ventanas y vidrio (30170000), Maquinaria, equipo y suministros para talleres (23170000), Pinturas y bases y acabados (31210000), Componentes estructurales y formas básicas (30100000), Materiales de afilado pulido y alisado (31190000), Recipientes y almacenamiento (24110000), Ferretería (31160000)
COMPRA DE MATERIALES DE CONSTRUCCIÓN PARA SER UTILIZADO EN LA EJECUCIÓN DEL PROYECTO: FORTALECIMIENTO DE LA SEGURIDAD CIUDADANA EN EL MUNICIPIO"
COMPRA POR COTIZACION MENOR,Ejecución,,03/06/2021,07/06/2021 05:00:00 PM,26/07/2021 11:07:34 AM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Iluminación, artefactos y accesorios (39110000), Fuentes y accesorios de costura (53140000), Pinturas y bases y acabados (31210000), Herramientas de mano (27110000), Suministros de aseo y limpieza (47130000), Materia prima en placas o barras labradas (31230000), Equipos, suministros y componentes eléctricos (39120000), Hormigón, cemento y yeso (30110000), Lámparas y bombillas y componentes para lámparas (39100000), Distribución de fluidos y gas (40140000), Recipientes y almacenamiento (24110000), Maquinaria, equipo y suministros para talleres (23170000), Instalaciones de plomería (30180000), Componentes estructurales y formas básicas (30100000), Productos de construcción estructurales (30130000), Ferretería (31160000), Adhesivos y selladores (31200000), Instalaciones de tubos y entubamientos (40170000), Tierra y piedra (11110000), Suministros de embalaje (24140000)
COMPRA DE MATERIALES PARA LA EJECUCIÓN DEL PROYECTO: REHABILITACIÓN DEL ANTIGUO MERCADO MUNICIPAL LA DALIA"
COMPRA POR COTIZACION MENOR,Ejecución,,03/06/2021,07/06/2021 05:00:00 PM,25/10/2021 03:15:25 PM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Suministros de oficina (44120000), Calzado (53110000), Herramientas de mano (27110000), Adhesivos y selladores (31200000), Seguridad y protección personal (46180000)
COMPRA DE MATERIALES PARA INJERTOS CAPOTES Y BOTAS PARA LA EJECUCION DEL PROYECTO : INSTALACIONDE VIVEROS EN COMUNIDADES DEL MUNICIPIO"
COMPRA POR COTIZACION MENOR,Ejecución,,03/06/2021,07/06/2021 05:00:00 PM,25/10/2021 11:23:54 AM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000), Fibra, hilos e hilados (11150000), Puertas y ventanas y vidrio (30170000)
CONTRATACIÓN A TODO COSTO DE VENTANA Y CIELO RASO PARA SER INSTALADAS EN EL EDIFICIO DE LA UNIVERSIDAD UNICAM PARA LA EJECUCIÓN DEL PROYECTO : REHABILITACIÓN DE EDIFICIO UNICAM - MEDICINA ."
COMPRA POR COTIZACION MENOR,Ejecución,,03/06/2021,07/06/2021 05:00:00 PM,27/10/2021 04:02:47 PM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Instrumentos de medida, observación y ensayo (41110000), Alambres, cables y arneses (26120000), Aparatos electrodomésticos (52140000), Materiales de acabado de interiores (30160000), Maquinaria, equipo y suministros para talleres (23170000), Pinturas y bases y acabados (31210000), Instalaciones de plomería (30180000), Componentes estructurales y formas básicas (30100000), Ferretería (31160000), Materia prima en placas o barras labradas (31230000), Tejidos y materiales de cuero (11160000), Instalaciones de tubos y entubamientos (40170000), Hormigón, cemento y yeso (30110000), Tierra y piedra (11110000), Suministros de embalaje (24140000), Productos no comestibles de planta y silvicultura (11120000), Distribución de fluidos y gas (40140000), Recipientes y almacenamiento (24110000)
COMPRA DE MATERIALES PARA LA EJECUCIÓN DEL PROYECTO: APOYO AL PROGRAMA UNIVERSIDAD EN EL CAMPO"
COMPRA POR COTIZACION MENOR,Ejecución,,03/06/2021,07/06/2021 05:00:00 PM,25/10/2021 11:41:58 AM,El Tuma La Dalia (Alcaldía El Tuma La Dalia) - Unidad de Adquisición EL TUMA LA DALIA,"Suministros de oficina (44120000), Equipo, accesorios y suministros de arte y manualidades (60120000), Colorantes (12170000), Productos de papel (14110000), Maquinaria, suministros y accesorios de oficina (44100000)
Compra de Papelería y Tinta para ser utilizada en la Dirección de Obras Publicas UTM - Contrapartida de Proyectos"
